CNIOT,Monday2,Room1
OSSP,Monday1,Room1
APS,Wednesday2,Room1
AI,Wednesday3,Room1
SE,Wednesday3,Room2
ML,Wednesday3,Room3
DS,Monday3,Room1
SDF,Wednesday4,Room1
POM,Wednesday3,Room4
FOSC,Monday5,Room1
FOCC,Monday5,Room2
SMS,Thursday7,Room1
